year,id_,educ,satjob,satfin,satsoc,satlife
2018,938,18,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,939,13,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,940,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,941,14,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,942,11,.i:  Inapplicable,Not satisfied at all,Very good,Somewhat dissatisfied
2018,943,15,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,944,11,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,945,12,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,946,17,Very dissatisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,947,18,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,948,15,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,949,12,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,950,14,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,951,9,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,952,17,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,953,14,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,954,9,A little dissatisfied,Not satisfied at all,Good,Somewhat satisfied
2018,955,12,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,956,18,.i:  Inapplicable,More or less satisfied,Fair,Somewhat satisfied
2018,957,6,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,958,9,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,959,12,.i:  Inapplicable,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,960,6,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,961,14,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,962,16,Moderately satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,963,16,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,964,16,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,965,13,A little dissatisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,966,14,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,967,14,Very satisfied,More or less satisfied,Excellent,Somewhat satisfied
2018,968,14,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,969,12,Moderately satisfied,More or less satisfied,Excellent,Completely satisfied
2018,970,11,A little dissatisfied,Not satisfied at all,Good,Somewhat satisfied
2018,971,16,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,972,13,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,973,12,A little dissatisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,974,14,Moderately satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,975,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,976,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,977,16,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,978,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,979,18,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,980,18,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,981,17,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,982,16,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,983,18,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,984,13,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,985,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,986,20,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,987,17,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,988,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,989,13,Moderately satisfied,Pretty well satisfied,Poor,Somewhat dissatisfied
2018,990,13,A little dissatisfied,Not satisfied at all,Good,Somewhat satisfied
2018,991,12,.n:  No answer,More or less satisfied,Excellent,.i:  Inapplicable
2018,992,14,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,993,16,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,994,13,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,995,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,996,15,Moderately satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,997,14,Moderately satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,998,15,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,999,13,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1000,12,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1001,16,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1002,15,Very dissatisfied,Not satisfied at all,Good,Mostly satisfied
2018,1003,16,.i:  Inapplicable,Pretty well satisfied,Good,Somewhat satisfied
2018,1004,16,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,1005,20,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1006,20,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1007,16,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,1008,16,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,1009,16,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1010,18,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1011,14,Moderately satisfied,Pretty well satisfied,Poor,.i:  Inapplicable
2018,1012,13,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1013,16,A little dissatisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1014,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1015,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1016,14,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1017,13,.n:  No answer,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1018,14,A little dissatisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,1019,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1020,18,A little dissatisfied,More or less satisfied,Very good,Neither satisfied nor dissatisfied
2018,1021,13,Moderately satisfied,Not satisfied at all,Good,Somewhat dissatisfied
2018,1022,12,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1023,12,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,1024,10,.i:  Inapplicable,Not satisfied at all,Poor,Mostly satisfied
2018,1025,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1026,14,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,1027,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1028,16,.i:  Inapplicable,Pretty well satisfied,Good,Somewhat satisfied
2018,1029,12,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1030,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1031,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1032,14,Very satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1033,15,Very dissatisfied,More or less satisfied,Good,Mostly satisfied
2018,1034,16,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1035,15,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1036,10,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1037,12,.i:  Inapplicable,More or less satisfied,Good,Completely satisfied
2018,1038,16,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,1039,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1040,18,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1041,16,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1042,14,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1043,20,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1044,14,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1045,17,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1046,14,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1047,12,.i:  Inapplicable,More or less satisfied,Very good,Somewhat satisfied
2018,1048,18,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1049,11,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,1050,6,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1051,10,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,1052,12,A little dissatisfied,More or less satisfied,Good,Mostly satisfied
2018,1053,12,.n:  No answer,Pretty well satisfied,Good,.i:  Inapplicable
2018,1054,13,A little dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1055,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,1056,13,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,1057,9,Very satisfied,Pretty well satisfied,Fair,Mostly satisfied
2018,1058,12,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1059,13,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1060,13,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1061,12,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1062,11,Moderately satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1063,14,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1064,12,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1065,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1066,15,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1067,11,.i:  Inapplicable,Not satisfied at all,Fair,.i:  Inapplicable
2018,1068,15,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1069,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1070,14,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1071,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1072,11,Very satisfied,Pretty well satisfied,Good,Somewhat dissatisfied
2018,1073,16,Moderately satisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1074,13,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1075,14,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1076,16,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1077,15,.n:  No answer,Not satisfied at all,Very good,.i:  Inapplicable
2018,1078,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1079,8,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1080,14,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,1081,12,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,1082,13,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1083,9,Very satisfied,More or less satisfied,Good,Completely satisfied
2018,1084,13,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1085,9,Very satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,1086,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1087,9,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1088,16,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat satisfied
2018,1089,14,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1090,16,Moderately satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1091,16,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1092,18,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1093,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1094,16,.i:  Inapplicable,Pretty well satisfied,Fair,.i:  Inapplicable
2018,1095,12,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1096,17,Moderately satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1097,14,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1098,17,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1099,13,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1100,13,A little dissatisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1101,9,A little dissatisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1102,13,Moderately satisfied,More or less satisfied,Good,Somewhat dissatisfied
2018,1103,12,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1104,12,Moderately satisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1105,11,A little dissatisfied,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,1106,12,Moderately satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1107,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1108,17,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1109,18,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1110,16,Very satisfied,Not satisfied at all,Excellent,Mostly satisfied
2018,1111,12,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1112,18,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,1113,12,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1114,15,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1115,12,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1116,18,.i:  Inapplicable,Pretty well satisfied,Fair,Somewhat satisfied
2018,1117,15,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1118,12,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1119,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1120,12,.i:  Inapplicable,Not satisfied at all,Fair,Somewhat satisfied
2018,1121,15,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,1122,12,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1123,16,Very satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,1124,16,A little dissatisfied,Not satisfied at all,Very good,Neither satisfied nor dissatisfied
2018,1125,15,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1126,16,Moderately satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1127,15,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1128,15,.i:  Inapplicable,More or less satisfied,Excellent,Mostly satisfied
2018,1129,17,Moderately satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1130,16,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1131,13,Moderately satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1132,14,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1133,15,Very satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,1134,16,A little dissatisfied,Pretty well satisfied,Good,Completely satisfied
2018,1135,20,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1136,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1137,8,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1138,12,Very satisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1139,12,.i:  Inapplicable,Not satisfied at all,Good,Mostly satisfied
